concept,polarity,closeness_male,closeness_female,closeness_global_north,closeness_global_south
ineffective,negative,,,,
ineffectively,negative,,,,
ineffectiveness,negative,,,,
inefficiencies,negative,,,,
inefficiency,negative,,,,
inefficient,negative,,,,
inefficiently,negative,,,,
ineligible,negative,,,,
inequitable,negative,,,,
inequitably,negative,,,,
inequities,negative,,,,
inequity,negative,,,,
inevitable,negative,,,,
inexperience,negative,,,,
inexperienced,negative,,,,
inferior,negative,,,,
inflicted,negative,,,,
influential,positive,,,,
infraction,negative,,,,
infractions,negative,,,,
infringe,negative,,,,
infringed,negative,,,,
infringement,negative,,,,
infringements,negative,,,,
infringes,negative,,,,
inhibited,negative,,,,
inimical,negative,,,,
injure,negative,,,,
injures,negative,,,,
injuries,negative,,,,
injuring,negative,,,,
injurious,negative,,,,
injury,negative,,,,
innovate,positive,,,,
innovated,positive,,,,
innovates,positive,,,,
innovating,positive,,,,
innovation,positive,,,,
innovations,positive,,,,
innovative,positive,,,,
innovativeness,positive,,,,
innovator,positive,,,,
innovators,positive,,,,
inordinate,negative,,,,
inordinately,negative,,,,
insecure,negative,,,,
insensitive,negative,,,,
insightful,positive,,,,
insolvencies,negative,,,,
insolvency,negative,,,,
insolvent,negative,,,,
inspiration,positive,,,,
inspirational,positive,,,,
insufficiency,negative,,,,
insufficient,negative,,,,
insufficiently,negative,,,,
integrity,positive,,,,
interfere,negative,,,,
interfered,negative,,,,
interference,negative,,,,
interferences,negative,,,,
interferes,negative,,,,
interfering,negative,,,,
intermittent,negative,,,,
intermittently,negative,,,,
interrupt,negative,,,,
interrupted,negative,,,,
interrupting,negative,,,,
interruption,negative,,,,
interruptions,negative,,,,
interrupts,negative,,,,
intimidation,negative,,,,
invent,positive,,,,
invented,positive,,,,
inventing,positive,,,,
invention,positive,,,,
inventions,positive,,,,
inventive,positive,,,,
inventiveness,positive,,,,
inventor,positive,,,,
inventors,positive,,,,
involuntarily,negative,,,,
involuntary,negative,,,,
irrecoverable,negative,,,,
irrecoverably,negative,,,,
irreparable,negative,,,,
irreparably,negative,,,,
irreversible,negative,,,,
jeopardize,negative,,,,
jeopardized,negative,,,,
justifiable,negative,,,,
kickback,negative,,,,
kickbacks,negative,,,,
lack,negative,,,,
lacked,negative,,,,
lackluster,negative,,,,
lag,negative,,,,
lagged,negative,,,,
lagging,negative,,,,
lags,negative,,,,
lapsed,negative,,,,
lapses,negative,,,,
late,negative,,,,
laundering,negative,,,,
layoff,negative,,,,
layoffs,negative,,,,
lie,negative,,,,
limitation,negative,,,,
limitations,negative,,,,
liquidate,negative,,,,
liquidated,negative,,,,
liquidates,negative,,,,
liquidating,negative,,,,
lockout,negative,,,,
lockouts,negative,,,,
lose,negative,,,,
loses,negative,,,,
losing,negative,,,,
loss,negative,,,,
losses,negative,,,,
lost,negative,,,,
loyal,positive,,,,
lucrative,positive,,,,
malfeasance,negative,,,,
malfunction,negative,,,,
malfunctioned,negative,,,,
malfunctioning,negative,,,,
malfunctions,negative,,,,
malice,negative,,,,
malpractice,negative,,,,
manipulate,negative,,,,
manipulated,negative,,,,
manipulates,negative,,,,
manipulating,negative,,,,
manipulation,negative,,,,
manipulations,negative,,,,
manipulative,negative,,,,
meritorious,positive,,,,
misapplication,negative,,,,
misapplied,negative,,,,
misapplies,negative,,,,
misapply,negative,,,,
misapplying,negative,,,,
misappropriate,negative,,,,
misappropriated,negative,,,,
misappropriates,negative,,,,
misappropriating,negative,,,,
misappropriation,negative,,,,
misappropriations,negative,,,,
miscalculate,negative,,,,
miscalculated,negative,,,,
miscalculates,negative,,,,
miscalculating,negative,,,,
mischief,negative,,,,
misclassification,negative,,,,
misclassifications,negative,,,,
misclassified,negative,,,,
misclassify,negative,,,,
miscommunication,negative,,,,
misconduct,negative,,,,
misdemeanor,negative,,,,
misdemeanors,negative,,,,
mishandle,negative,,,,
mishandles,negative,,,,
mishandling,negative,,,,
misinform,negative,,,,
misinformation,negative,,,,
misinformed,negative,,,,
misinforming,negative,,,,
misinforms,negative,,,,
misinterpret,negative,,,,
misinterpretation,negative,,,,
misinterpretations,negative,,,,
misinterpreted,negative,,,,
misinterpreting,negative,,,,
misinterprets,negative,,,,
misjudge,negative,,,,
misjudged,negative,,,,
misjudges,negative,,,,
misjudging,negative,,,,
mislead,negative,,,,
mismanage,negative,,,,
mismanaged,negative,,,,
mismanagement,negative,,,,
mismanages,negative,,,,
mismanaging,negative,,,,
mismatch,negative,,,,
mismatched,negative,,,,
mismatches,negative,,,,
mismatching,negative,,,,
misplaced,negative,,,,
misrepresent,negative,,,,
misrepresentation,negative,,,,
misrepresentations,negative,,,,
misrepresented,negative,,,,
misrepresenting,negative,,,,
misrepresents,negative,,,,
miss,negative,,,,
misstate,negative,,,,
misstated,negative,,,,
misstatement,negative,,,,
misstatements,negative,,,,
misstates,negative,,,,
misstating,negative,,,,
misstep,negative,,,,
missteps,negative,,,,
mistake,negative,,,,
mistaken,negative,,,,
mistakenly,negative,,,,
mistakes,negative,,,,
mistaking,negative,,,,
mistrial,negative,,,,
mistrials,negative,,,,
misunderstand,negative,,,,
misunderstanding,negative,,,,
misunderstandings,negative,,,,
misuse,negative,,,,
misused,negative,,,,
misuses,negative,,,,
misusing,negative,,,,
monopolistic,negative,,,,
monopolists,negative,,,,
monopolization,negative,,,,
monopolize,negative,,,,
monopolized,negative,,,,
monopolizes,negative,,,,
monopolizing,negative,,,,
monopoly,negative,,,,
moratorium,negative,,,,
moratoriums,negative,,,,
mothballed,negative,,,,
mothballing,negative,,,,
negative,negative,,,,
negatives,negative,,,,
neglect,negative,,,,
neglected,negative,,,,
neglectful,negative,,,,
neglecting,negative,,,,
neglects,negative,,,,
negligence,negative,,,,
negligences,negative,,,,
negligent,negative,,,,
negligently,negative,,,,
nonattainment,negative,,,,
noncompetitive,negative,,,,
noncompliance,negative,,,,
noncompliances,negative,,,,
noncompliant,negative,,,,
noncomplying,negative,,,,
nonconforming,negative,,,,
nonconformity,negative,,,,
nonfunctional,negative,,,,
nonpayment,negative,,,,
nonpayments,negative,,,,
nonperformance,negative,,,,
nonperformances,negative,,,,
nonperforming,negative,,,,
nonproducing,negative,,,,
nonproductive,negative,,,,
nonrecoverable,negative,,,,
nuisance,negative,,,,
nuisances,negative,,,,
nullification,negative,,,,
nullifications,negative,,,,
nullified,negative,,,,
nullifies,negative,,,,
nullify,negative,,,,
nullifying,negative,,,,
objected,negative,,,,
objecting,negative,,,,
objection,negative,,,,
objectionable,negative,,,,
objectionably,negative,,,,
objections,negative,,,,
obscene,negative,,,,
obsolescence,negative,,,,
obsolete,negative,,,,
obstacle,negative,,,,
obstacles,negative,,,,
obstruct,negative,,,,
obstructed,negative,,,,
obstructing,negative,,,,
obstruction,negative,,,,
obstructions,negative,,,,
offence,negative,,,,
offences,negative,,,,
offend,negative,,,,
offended,negative,,,,
offender,negative,,,,
offenders,negative,,,,
offending,negative,,,,
offends,negative,,,,
omission,negative,,,,
omissions,negative,,,,
omit,negative,,,,
omits,negative,,,,
omitted,negative,,,,
omitting,negative,,,,
onerous,negative,,,,
opportunities,positive,,,,
opportunity,positive,,,,
oppose,negative,,,,
opposed,negative,,,,
opposes,negative,,,,
opposing,negative,,,,
opposition,negative,,,,
oppositions,negative,,,,
optimistic,positive,,,,
outage,negative,,,,
outages,negative,,,,
outdated,negative,,,,
outperform,positive,,,,
outperformed,positive,,,,
outperforming,positive,,,,
outperforms,positive,,,,
overage,negative,,,,
overages,negative,,,,
overbuild,negative,,,,
overbuilding,negative,,,,
overbuilds,negative,,,,
overbuilt,negative,,,,
overburden,negative,,,,
overburdened,negative,,,,
overburdening,negative,,,,
overcapacity,negative,,,,
overcharge,negative,,,,
overcharged,negative,,,,
overcharges,negative,,,,
overcharging,negative,,,,
overdue,negative,,,,
overestimate,negative,,,,
overestimated,negative,,,,
overestimates,negative,,,,
overestimating,negative,,,,
overestimation,negative,,,,
overestimations,negative,,,,
overload,negative,,,,
overloaded,negative,,,,
overloading,negative,,,,
overloads,negative,,,,
overlook,negative,,,,
overlooked,negative,,,,
overlooking,negative,,,,
overlooks,negative,,,,
overpaid,negative,,,,
overpayment,negative,,,,
overpayments,negative,,,,
overproduced,negative,,,,
overproduces,negative,,,,
overproducing,negative,,,,
overproduction,negative,,,,
overrun,negative,,,,
overrunning,negative,,,,
overruns,negative,,,,
overshadow,negative,,,,
overshadowed,negative,,,,
overshadowing,negative,,,,
overshadows,negative,,,,
overstate,negative,,,,
overstated,negative,,,,
overstatement,negative,,,,
overstatements,negative,,,,
overstates,negative,,,,
overstating,negative,,,,
oversupplied,negative,,,,
oversupplies,negative,,,,
oversupply,negative,,,,
oversupplying,negative,,,,
overvalue,negative,,,,
overvalued,negative,,,,
overvaluing,negative,,,,
panic,negative,,,,
panics,negative,,,,
penalize,negative,,,,
penalized,negative,,,,
penalizes,negative,,,,
penalizing,negative,,,,
penalties,negative,,,,
penalty,negative,,,,
perfect,positive,,,,
perfected,positive,,,,
perfectly,positive,,,,
perfects,positive,,,,
peril,negative,,,,
perils,negative,,,,
perjury,negative,,,,
perpetrate,negative,,,,
perpetrated,negative,,,,
perpetrates,negative,,,,
perpetrating,negative,,,,
persisting,negative,,,,
pervasive,negative,,,,
pervasively,negative,,,,
pervasiveness,negative,,,,
petty,negative,,,,
picket,negative,,,,
picketed,negative,,,,
picketing,negative,,,,
plaintiff,negative,,,,
plaintiffs,negative,,,,
plead,negative,,,,
pleaded,negative,,,,
pleading,negative,,,,
pleadings,negative,,,,
pleads,negative,,,,
pleasant,positive,,,,
pleasantly,positive,,,,
pleased,positive,,,,
pleasure,positive,,,,
plentiful,positive,,,,
poor,negative,,,,
poorly,negative,,,,
popular,positive,,,,
popularity,positive,,,,
poses,negative,,,,
positive,positive,,,,
positively,positive,,,,
postpone,negative,,,,
postponed,negative,,,,
postponement,negative,,,,
postponements,negative,,,,
postpones,negative,,,,
postponing,negative,,,,
precipitated,negative,,,,
precipitous,negative,,,,
precipitously,negative,,,,
preclude,negative,,,,
precluded,negative,,,,
precludes,negative,,,,
precluding,negative,,,,
predatory,negative,,,,
preeminence,positive,,,,
preeminent,positive,,,,
prejudice,negative,,,,
prejudiced,negative,,,,
prejudices,negative,,,,
prejudicial,negative,,,,
prejudicing,negative,,,,
premature,negative,,,,
premier,positive,,,,
premiere,positive,,,,
prestige,positive,,,,
prestigious,positive,,,,
preventing,negative,,,,
prevention,negative,,,,
prevents,negative,,,,
proactive,positive,,,,
problem,negative,,,,
problematic,negative,,,,
problematical,negative,,,,
problems,negative,,,,
proficiency,positive,,,,
proficient,positive,,,,
proficiently,positive,,,,
profitability,positive,,,,
profitable,positive,,,,
profitably,positive,,,,
progress,positive,,,,
progressed,positive,,,,
progresses,positive,,,,
progressing,positive,,,,
prolong,negative,,,,
prolongation,negative,,,,
prolongations,negative,,,,
prolonged,negative,,,,
prolonging,negative,,,,
prolongs,negative,,,,
prosecute,negative,,,,
prosecuted,negative,,,,
prosecutes,negative,,,,
prosecuting,negative,,,,
prosecution,negative,,,,
prosecutions,negative,,,,
prospered,positive,,,,
prospering,positive,,,,
prosperity,positive,,,,
prosperous,positive,,,,
prospers,positive,,,,
protest,negative,,,,
protesting,negative,,,,
protraction,negative,,,,
provoke,negative,,,,
provoked,negative,,,,
provokes,negative,,,,
punished,negative,,,,
punishes,negative,,,,
punishing,negative,,,,
punishment,negative,,,,
punishments,negative,,,,
punitive,negative,,,,
questionable,negative,,,,
questionably,negative,,,,
questioned,negative,,,,
questioning,negative,,,,
quit,negative,,,,
quitting,negative,,,,
racketeer,negative,,,,
racketeering,negative,,,,
reassign,negative,,,,
reassigned,negative,,,,
reassigning,negative,,,,
reassignment,negative,,,,
reassignments,negative,,,,
reassigns,negative,,,,
rebound,positive,,,,
rebounded,positive,,,,
rebounding,positive,,,,
receptive,positive,,,,
recession,negative,,,,
recessionary,negative,,,,
recessions,negative,,,,
reckless,negative,,,,
recklessly,negative,,,,
recklessness,negative,,,,
redefault,negative,,,,
redress,negative,,,,
redressed,negative,,,,
redresses,negative,,,,
refuse,negative,,,,
refused,negative,,,,
refuses,negative,,,,
refusing,negative,,,,
regain,positive,,,,
regained,positive,,,,
regaining,positive,,,,
reject,negative,,,,
rejected,negative,,,,
rejecting,negative,,,,
rejection,negative,,,,
rejections,negative,,,,
rejects,negative,,,,
relinquish,negative,,,,
relinquished,negative,,,,
relinquishes,negative,,,,
relinquishing,negative,,,,
relinquishment,negative,,,,
relinquishments,negative,,,,
reluctance,negative,,,,
reluctant,negative,,,,
renounce,negative,,,,
renounced,negative,,,,
renouncement,negative,,,,
renouncements,negative,,,,
renounces,negative,,,,
renouncing,negative,,,,
repossession,negative,,,,
repossessions,negative,,,,
repudiate,negative,,,,
repudiated,negative,,,,
repudiates,negative,,,,
repudiating,negative,,,,
repudiation,negative,,,,
repudiations,negative,,,,
resign,negative,,,,
resignation,negative,,,,
resignations,negative,,,,
resolve,positive,,,,
retaliate,negative,,,,
retaliated,negative,,,,
retaliates,negative,,,,
retaliating,negative,,,,
retaliation,negative,,,,
retaliations,negative,,,,
retaliatory,negative,,,,
revocation,negative,,,,
revocations,negative,,,,
revoke,negative,,,,
revoked,negative,,,,
revokes,negative,,,,
revoking,negative,,,,
revolutionize,positive,,,,
revolutionized,positive,,,,
revolutionizes,positive,,,,
revolutionizing,positive,,,,
reward,positive,,,,
rewarded,positive,,,,
rewarding,positive,,,,
rewards,positive,,,,
ridicule,negative,,,,
ridiculed,negative,,,,
ridicules,negative,,,,
ridiculing,negative,,,,
sabotage,negative,,,,
sacrifice,negative,,,,
sacrificed,negative,,,,
sacrifices,negative,,,,
sacrificial,negative,,,,
sacrificing,negative,,,,
satisfaction,positive,,,,
satisfactorily,positive,,,,
satisfactory,positive,,,,
satisfied,positive,,,,
satisfies,positive,,,,
satisfy,positive,,,,
satisfying,positive,,,,
scandalous,negative,,,,
scandals,negative,,,,
secrecy,negative,,,,
seize,negative,,,,
seized,negative,,,,
seizes,negative,,,,
seizing,negative,,,,
sentenced,negative,,,,
seriously,negative,,,,
setback,negative,,,,
setbacks,negative,,,,
sever,negative,,,,
severe,negative,,,,
severed,negative,,,,
severely,negative,,,,
severities,negative,,,,
severity,negative,,,,
shocked,negative,,,,
shortfall,negative,,,,
shortfalls,negative,,,,
shut,negative,,,,
shuts,negative,,,,
shutting,negative,,,,
slander,negative,,,,
slandered,negative,,,,
slanders,negative,,,,
slow,negative,,,,
slowdown,negative,,,,
slowdowns,negative,,,,
slowed,negative,,,,
slower,negative,,,,
slowest,negative,,,,
slowing,negative,,,,
slowly,negative,,,,
slowness,negative,,,,
sluggish,negative,,,,
sluggishly,negative,,,,
sluggishness,negative,,,,
smooth,positive,,,,
smoothing,positive,,,,
smoothly,positive,,,,
smooths,positive,,,,
solves,positive,,,,
solving,positive,,,,
spam,negative,,,,
spamming,negative,,,,
spectacular,positive,,,,
spectacularly,positive,,,,
stabilization,positive,,,,
stabilize,positive,,,,
stabilized,positive,,,,
stabilizes,positive,,,,
stabilizing,positive,,,,
stable,positive,,,,
stagnant,negative,,,,
stagnate,negative,,,,
stagnated,negative,,,,
stagnates,negative,,,,
stagnating,negative,,,,
stagnation,negative,,,,
standstill,negative,,,,
stolen,negative,,,,
stopped,negative,,,,
stopping,negative,,,,
stops,negative,,,,
strain,negative,,,,
strained,negative,,,,
straining,negative,,,,
strains,negative,,,,
strength,positive,,,,
strengthen,positive,,,,
strengthened,positive,,,,
strengthening,positive,,,,
strengthens,positive,,,,
strengths,positive,,,,
stress,negative,,,,
stressed,negative,,,,
stresses,negative,,,,
stressful,negative,,,,
stressing,negative,,,,
stringent,negative,,,,
strong,positive,,,,
stronger,positive,,,,
strongest,positive,,,,
substandard,negative,,,,
succeed,positive,,,,
succeeded,positive,,,,
succeeding,positive,,,,
succeeds,positive,,,,
success,positive,,,,
successes,positive,,,,
successful,positive,,,,
successfully,positive,,,,
suffer,negative,,,,
suffered,negative,,,,
suffering,negative,,,,
suffers,negative,,,,
suing,negative,,,,
superior,positive,,,,
surpass,positive,,,,
surpasses,positive,,,,
surpassing,positive,,,,
susceptible,negative,,,,
suspect,negative,,,,
suspected,negative,,,,
suspects,negative,,,,
suspend,negative,,,,
suspended,negative,,,,
suspending,negative,,,,
suspends,negative,,,,
suspension,negative,,,,
suspensions,negative,,,,
suspicion,negative,,,,
suspicions,negative,,,,
suspicious,negative,,,,
suspiciously,negative,,,,
taint,negative,,,,
tainted,negative,,,,
tainting,negative,,,,
taints,negative,,,,
tampered,negative,,,,
tense,negative,,,,
terminate,negative,,,,
terminated,negative,,,,
terminates,negative,,,,
terminating,negative,,,,
termination,negative,,,,
terminations,negative,,,,
testify,negative,,,,
testifying,negative,,,,
threat,negative,,,,
threaten,negative,,,,
threatened,negative,,,,
threatening,negative,,,,
threatens,negative,,,,
threats,negative,,,,
tightening,negative,,,,
tragedies,negative,,,,
tragedy,negative,,,,
tragic,negative,,,,
tragically,negative,,,,
transparency,positive,,,,
traumatic,negative,,,,
tremendous,positive,,,,
tremendously,positive,,,,
trouble,negative,,,,
troubled,negative,,,,
troubles,negative,,,,
turbulence,negative,,,,
turmoil,negative,,,,
unable,negative,,,,
unacceptable,negative,,,,
unacceptably,negative,,,,
unanticipated,negative,,,,
unapproved,negative,,,,
unattractive,negative,,,,
unauthorized,negative,,,,
unavailability,negative,,,,
unavailable,negative,,,,
unaware,negative,,,,
uncollectable,negative,,,,
uncollected,negative,,,,
uncollectible,negative,,,,
uncollectibles,negative,,,,
uncompetitive,negative,,,,
uncompleted,negative,,,,
unconscionable,negative,,,,
unconscionably,negative,,,,
uncontrollable,negative,,,,
uncontrollably,negative,,,,
uncontrolled,negative,,,,
uncorrected,negative,,,,
undeliverable,negative,,,,
undelivered,negative,,,,
undercapitalized,negative,,,,
undercut,negative,,,,
undercuts,negative,,,,
undercutting,negative,,,,
underestimate,negative,,,,
underestimated,negative,,,,
underestimates,negative,,,,
underestimating,negative,,,,
underestimation,negative,,,,
underfunded,negative,,,,
underinsured,negative,,,,
undermine,negative,,,,
undermined,negative,,,,
undermines,negative,,,,
undermining,negative,,,,
underpaid,negative,,,,
underpayment,negative,,,,
underpayments,negative,,,,
underpays,negative,,,,
underproduced,negative,,,,
underproduction,negative,,,,
underreporting,negative,,,,
understate,negative,,,,
understated,negative,,,,
understatement,negative,,,,
understatements,negative,,,,
understates,negative,,,,
understating,negative,,,,
underutilization,negative,,,,
underutilized,negative,,,,
undesirable,negative,,,,
undesired,negative,,,,
undetected,negative,,,,
undetermined,negative,,,,
undocumented,negative,,,,
undue,negative,,,,
unduly,negative,,,,
uneconomic,negative,,,,
uneconomical,negative,,,,
uneconomically,negative,,,,
unemployed,negative,,,,
unemployment,negative,,,,
unethically,negative,,,,
unfair,negative,,,,
unfairly,negative,,,,
unfavorable,negative,,,,
unfavorably,negative,,,,
unfavourable,negative,,,,
unfeasible,negative,,,,
unfit,negative,,,,
unforeseeable,negative,,,,
unforeseen,negative,,,,
unfortunate,negative,,,,
unfortunately,negative,,,,
unfounded,negative,,,,
unfriendly,negative,,,,
unfulfilled,negative,,,,
unfunded,negative,,,,
uninsured,negative,,,,
unintended,negative,,,,
unjust,negative,,,,
unjustly,negative,,,,
unknowing,negative,,,,
unknowingly,negative,,,,
unlawful,negative,,,,
unlawfully,negative,,,,
unmarketable,negative,,,,
unmeritorious,negative,,,,
unnecessary,negative,,,,
unpaid,negative,,,,
unperformed,negative,,,,
unpopular,negative,,,,
unpredictability,negative,,,,
unpredictable,negative,,,,
unpredictably,negative,,,,
unpredicted,negative,,,,
unprofitability,negative,,,,
unprofitable,negative,,,,
unqualified,negative,,,,
unrealistic,negative,,,,
unreasonable,negative,,,,
unreasonableness,negative,,,,
unreasonably,negative,,,,
unreceptive,negative,,,,
unrecoverable,negative,,,,
unrecovered,negative,,,,
unremedied,negative,,,,
unresolved,negative,,,,
unrest,negative,,,,
unsalable,negative,,,,
unsatisfactory,negative,,,,
unsatisfied,negative,,,,
unscheduled,negative,,,,
unsound,negative,,,,
unstabilized,negative,,,,
unstable,negative,,,,
unsuccessful,negative,,,,
unsuccessfully,negative,,,,
unsuitability,negative,,,,
unsuitable,negative,,,,
unsuitably,negative,,,,
unsuited,negative,,,,
unsuspecting,negative,,,,
unsustainable,negative,,,,
untenable,negative,,,,
untimely,negative,,,,
untrusted,negative,,,,
untruth,negative,,,,
untruthful,negative,,,,
untruthfully,negative,,,,
untruthfulness,negative,,,,
untruths,negative,,,,
unusable,negative,,,,
unwanted,negative,,,,
unwelcome,negative,,,,
unwilling,negative,,,,
unwillingness,negative,,,,
upset,negative,,,,
upturn,positive,,,,
upturns,positive,,,,
urgency,negative,,,,
urgent,negative,,,,
usurious,negative,,,,
usurp,negative,,,,
usurped,negative,,,,
usurping,negative,,,,
usurps,negative,,,,
usury,negative,,,,
valuable,positive,,,,
vandalism,negative,,,,
versatile,positive,,,,
versatility,positive,,,,
vetoed,negative,,,,
vibrancy,positive,,,,
vibrant,positive,,,,
victims,negative,,,,
violate,negative,,,,
violated,negative,,,,
violates,negative,,,,
violating,negative,,,,
violation,negative,,,,
violations,negative,,,,
violative,negative,,,,
violator,negative,,,,
violators,negative,,,,
violence,negative,,,,
violent,negative,,,,
violently,negative,,,,
vitiated,negative,,,,
volatile,negative,,,,
volatility,negative,,,,
vulnerable,negative,,,,
vulnerably,negative,,,,
warn,negative,,,,
wasting,negative,,,,
weak,negative,,,,
weaken,negative,,,,
weakened,negative,,,,
weakens,negative,,,,
weakest,negative,,,,
weakly,negative,,,,
weakness,negative,,,,
weaknesses,negative,,,,
willfully,negative,,,,
win,positive,,,,
winner,positive,,,,
winners,positive,,,,
winning,positive,,,,
worries,negative,,,,
worry,negative,,,,
worrying,negative,,,,
worse,negative,,,,
worsen,negative,,,,
worsened,negative,,,,
worsening,negative,,,,
worsens,negative,,,,
worst,negative,,,,
worthless,negative,,,,
worthy,positive,,,,
wrong,negative,,,,
wrongdoing,negative,,,,
wrongdoings,negative,,,,
wrongful,negative,,,,
wrongfully,negative,,,,
wrongly,negative,,,,
profit_down,negative,,,,
profit_decline,negative,,,,
profit_decrease,negative,,,,
profit_drop,negative,,,,
profit_fall,negative,,,,
profit_halv,negative,,,,
profit_slip,negative,,,,
profit_slow,negative,,,,
profit_stay,negative,,,,
profit_diminish,negative,,,,
profit_slide,negative,,,,
profit_narrow,negative,,,,
profit_low,negative,,,,
profit_less,negative,,,,
profit_below,negative,,,,
revenue_down,negative,,,,
revenue_decline,negative,,,,
revenue_decrease,negative,,,,
revenue_drop,negative,,,,
revenue_fall,negative,,,,
revenue_halv,negative,,,,
revenue_slip,negative,,,,
revenue_slow,negative,,,,
revenue_stay,negative,,,,
revenue_diminish,negative,,,,
revenue_slide,negative,,,,
revenue_narrow,negative,,,,
revenue_low,negative,,,,
revenue_less,negative,,,,
revenue_below,negative,,,,
earning_down,negative,,,,
earning_decline,negative,,,,
earning_decrease,negative,,,,
earning_drop,negative,,,,
earning_fall,negative,,,,
earning_halv,negative,,,,
earning_slip,negative,,,,
earning_slow,negative,,,,
earning_stay,negative,,,,
earning_diminish,negative,,,,
earning_slide,negative,,,,
earning_narrow,negative,,,,
earning_low,negative,,,,
earning_less,negative,,,,
earning_below,negative,,,,
sale_down,negative,,,,
sale_decline,negative,,,,
sale_decrease,negative,,,,
sale_drop,negative,,,,
sale_fall,negative,,,,
sale_halv,negative,,,,
sale_slip,negative,,,,
sale_slow,negative,,,,
sale_stay,negative,,,,
sale_diminish,negative,,,,
sale_slide,negative,,,,
sale_narrow,negative,,,,
sale_low,negative,,,,
sale_less,negative,,,,
sale_below,negative,,,,
share_down,negative,,,,
share_decline,negative,,,,
share_decrease,negative,,,,
share_drop,negative,,,,
share_fall,negative,,,,
share_halv,negative,,,,
share_slip,negative,,,,
share_slow,negative,,,,
share_stay,negative,,,,
share_diminish,negative,,,,
share_slide,negative,,,,
share_narrow,negative,,,,
share_low,negative,,,,
share_less,negative,,,,
share_below,negative,,,,
dividend_down,negative,,,,
dividend_decline,negative,,,,
dividend_decrease,negative,,,,
dividend_drop,negative,,,,
dividend_fall,negative,,,,
dividend_halv,negative,,,,
dividend_slip,negative,,,,
dividend_slow,negative,,,,
dividend_stay,negative,,,,
dividend_diminish,negative,,,,
dividend_slide,negative,,,,
dividend_narrow,negative,,,,
dividend_low,negative,,,,
dividend_less,negative,,,,
dividend_below,negative,,,,
volume_down,negative,,,,
volume_decline,negative,,,,
volume_decrease,negative,,,,
volume_drop,negative,,,,
volume_fall,negative,,,,
volume_halv,negative,,,,
volume_slip,negative,,,,
volume_slow,negative,,,,
volume_stay,negative,,,,
volume_diminish,negative,,,,
volume_slide,negative,,,,
volume_narrow,negative,,,,
volume_low,negative,,,,
volume_less,negative,,,,
volume_below,negative,,,,
savings_down,negative,,,,
savings_decline,negative,,,,
savings_decrease,negative,,,,
savings_drop,negative,,,,
savings_fall,negative,,,,
savings_halv,negative,,,,
savings_slip,negative,,,,
savings_slow,negative,,,,
savings_stay,negative,,,,
savings_diminish,negative,,,,
savings_slide,negative,,,,
savings_narrow,negative,,,,
savings_low,negative,,,,
savings_less,negative,,,,
savings_below,negative,,,,
turnover_down,negative,,,,
turnover_decline,negative,,,,
turnover_decrease,negative,,,,
turnover_drop,negative,,,,
turnover_fall,negative,,,,
turnover_halv,negative,,,,
turnover_slip,negative,,,,
turnover_slow,negative,,,,
turnover_stay,negative,,,,
turnover_diminish,negative,,,,
turnover_slide,negative,,,,
turnover_narrow,negative,,,,
turnover_low,negative,,,,
turnover_less,negative,,,,
turnover_below,negative,,,,
price_down,negative,,,,
price_decline,negative,,,,
price_decrease,negative,,,,
price_drop,negative,,,,
price_fall,negative,,,,
price_halv,negative,,,,
price_slip,negative,,,,
price_slow,negative,,,,
price_stay,negative,,,,
price_diminish,negative,,,,
price_slide,negative,,,,
price_narrow,negative,,,,
price_low,negative,,,,
price_less,negative,,,,
price_below,negative,,,,
result_down,negative,,,,
result_decline,negative,,,,
result_decrease,negative,,,,
result_drop,negative,,,,
result_fall,negative,,,,
result_halv,negative,,,,
result_slip,negative,,,,
result_slow,negative,,,,
result_stay,negative,,,,
result_diminish,negative,,,,
result_slide,negative,,,,
result_narrow,negative,,,,
result_low,negative,,,,
result_less,negative,,,,
result_below,negative,,,,
income_down,negative,,,,
income_decline,negative,,,,
income_decrease,negative,,,,
income_drop,negative,,,,
income_fall,negative,,,,
income_halv,negative,,,,
income_slip,negative,,,,
income_slow,negative,,,,
income_stay,negative,,,,
income_diminish,negative,,,,
income_slide,negative,,,,
income_narrow,negative,,,,
income_low,negative,,,,
income_less,negative,,,,
income_below,negative,,,,
margin_down,negative,,,,
margin_decline,negative,,,,
margin_decrease,negative,,,,
margin_drop,negative,,,,
margin_fall,negative,,,,
margin_halv,negative,,,,
margin_slip,negative,,,,
margin_slow,negative,,,,
margin_stay,negative,,,,
margin_diminish,negative,,,,
margin_slide,negative,,,,
margin_narrow,negative,,,,
margin_low,negative,,,,
margin_less,negative,,,,
margin_below,negative,,,,
eps_down,negative,,,,
eps_decline,negative,,,,
eps_decrease,negative,,,,
eps_drop,negative,,,,
eps_fall,negative,,,,
eps_halv,negative,,,,
eps_slip,negative,,,,
eps_slow,negative,,,,
eps_stay,negative,,,,
eps_diminish,negative,,,,
eps_slide,negative,,,,
eps_narrow,negative,,,,
eps_low,negative,,,,
eps_less,negative,,,,
eps_below,negative,,,,
ebit_down,negative,,,,
ebit_decline,negative,,,,
ebit_decrease,negative,,,,
ebit_drop,negative,,,,
ebit_fall,negative,,,,
ebit_halv,negative,,,,
ebit_slip,negative,,,,
ebit_slow,negative,,,,
ebit_stay,negative,,,,
ebit_diminish,negative,,,,
ebit_slide,negative,,,,
